ulasan,makanan,minuman,pelayanan,tempat,harga
"
Warung indomie yang sekarang wajib dikunjungi kalau lagi ke medan. Menu nya cuman 1 : indomie. Menu paling terkenal disini adalah indomie bangladesh, yaitu indomie goreng yang tidak terlalu kering.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu idola andalan nya yaitu indomie bangladesh suer dsni tiap hari selalu penuh,apalagi malam minggu susah sekali untuk dapat parkir.. untuk harga mie bangladesh cuma 10rb perporsi,tempat bersih,pelayanan cepat,abang nya ramah,walaupun harus antri rela lah ",Positif,Aspek tidak ada,Positif,Positif,Positif
"
Indomie khas bangladesh yg kaya akan rempah"". Sekaligus tempat nongkrong malam  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makan micin disini tempat y yang enak. G ada dua y. Mantaplah pokoknya. Tp mungkin kipas angin y ditambah biar lebih adem duduknya didalam. Terima kasih  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
tempat yang nyaman, harga makanannya juga terjangkau, makanannya juga enak enak ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Saya suka tempatnya dan keramahan serta menunya sesuai dgn selera saya  ",Positif,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Tempat makan mie Bangladesh yang enak sekaligus dengan atmosfir makan dengan keramaian.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rekomendasi mie ter enak di Medan..  tidak rugi mampir dan pelayanannya cepat tidak harus ngantri lama.  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Take away cepat. Rasa enak..buka 24 jam  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong paling nikmat  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
TERLALU CINTA SAMA TEMPAT INI. Seenak itu Masakannya. Tempat nya sederhana, rasanya OK Bangetttt. Nagih kesini terusss....  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
First timer. Enak juga. Lebih milih lokasi yg di sebrang yang terbuka, lebih adem  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mienya enak. Pelayanannya juga baik, penyajian makanannya juga cepat, tempatnya bersih dan banyak tempat duduk, luas juga. Warung ini juga mengijinkan bawa minuman dari luar. Puas dan enak deh pokonya harga juga sangat terjangkau  ",Positif,Aspek tidak ada,Positif,Positif,Positif
"
Indomieeee nya ajiiiib, must try kalau di Medan, asyiiik buat nongkrong, ngeteh, ngopi , dll sambil kerja  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
mie acehnya Bangladesh nya enak, boleh coba  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warkop Agem udah terkenal lah ya. Selalu rame, pelayanan baik, mie bangladeshnya dah pasti enak, Risolnya juga enak.Kalau dah langganan di Agem gini ada dpt  kartu member ga sih soalnya tiap pulang kerja makan di Agem terus. ‚  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong sambil makan indomie bangladesh paling top...  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan mi instant khas aceh terbaik...bangla...murah dan nikmat...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie beceknya sih ok...  Cuman tempat nya agak panas yah.. ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Menikmati keramaiannya,bukan mie nya..😅 ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanannya enak, pelayanannya cepat, dan harganya murah ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Nikmat dan assoi ... kopi tarek, mie aceh, risol,  semua pass dilidah ...!! ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
tempat terbaik makan indomie ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
The best Indomie everrrr 🤤🤤😅 ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
masakan kurang josss.apa ganti koki yaaa...? ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Memang enyak enyak enyak. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"

Parkir sempit...pilihan rasa mie banyak... ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Mie bangladesh nya enak ..Kalo udah duduk disini betah   ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Kopi tariknya mantap  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh yang ngangenin! Kalau ke Medan jangan lupa mampir ke resto ini!!!  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Lumayan lah untuk rasanya, kalau vibes kurang sih  ",Netral,Netral,Aspek tidak ada,Negatif,Aspek tidak ada
"
Mie bangladesh dan teh tarik plus risol,.suasana ok untuk yg rindu suasana warkop depan harapan dulu, pelayanan cepat  ",Positif,Positif,Positif,Positif,Aspek tidak ada
"
Sederhana tapi enak, warbiasa enaknya, harga terjangkau.Rekomendasi lah... Biarkan lidah yang ngerasakan.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Kalau ini gak usah ditanya lagi rasanya. Dijamin gila lo . Y gila harga murahnya . Nongki yg seru. Biasanya disini para pencinta outfit ke sini lo. Makanan yg enakan . Terus yeee. Harganya juga terjangkau. Dan jangan salah sepanjang jalan banyak wisata kuliner dengan brending mie banglades  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempat iconic untuk makan mie becek/mie bangladesh di Medan. Menu2 lainnya juga gak kalah menarik nih. Recommended, enak pokoknya. Saran untuk berkunjung sebelum jam 9 malam jika tidak ingin ramai, kalau mau nongki2 aja dateng kapanpun pas. Jangan lupa minum Badak juga. Sukses terus  ",Positif,Netral,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanannya enak dan tempatnya sangat ramai.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Warkop terbaik di kota medan. Sekarang tempatnya sudah luas  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
rasa lumayan enak. ramai kalo pas jam makan atau kam pulang kerja  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
untuk rasa kembali lagi ke preferensi masing masing klo sy ok saja  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat bergaul santai, meski agak hot karena ramai orang dan ramai. Tapi tetap favorit  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Teh tarik dan mie bangladeshnya enak paraaah  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Banglades nya enak, risolnya jg enak, ramee pengunjung nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak banget mie  Bangladesh. Cocok banget buat yg lapar. Tapi harus sabar menunggu karena banyak yang makan di tempat ini  ",Positif,Aspek tidak ada,Negatif,Positif,Aspek tidak ada
"
Menunya enak pas buat warga medan yg gk suka manis manis. Indomie Bangladesh + telur mata sapi setengah matang menu favorit   ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warkop yabg terkenal dengan menu legendnya. Indomie Bangladesh, Nasi goreng acehnya juga boleh dicoba  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempatnya lumayan, dlm ruangan yg depannya kebuka, msknnya enak, harga terjangkau, bisa buat ank sklhn, ramai saat mlm  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempat duduknya banyak. Harga makanan sangat terjangkau dengan rasa yang oke. Menu juga bervariasi dan yang khasnya adalah mie bangladesh.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempatnya nyaman untuk semua kalangan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Karyawan Ngasal2 & Pesanan Lama. Tidak menjaga pelayanan  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Indomie legendaris di Medan, kayaknya gak pernah sepi tempat ini  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie bangladeshnya enak benerr, gak cukup beli 1 tapi kalau beli 2 kebanyakan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mienya enak, lokasinya juga strategis, cocok untuk tempat ngumpul bareng keluarga, sahabat, pacar, dll.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan nya enak, terutama indomie nya :)  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lokasi pas buat nongkrong. Ekonomis  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Rasanya biasa aja. Pelayanannya cepat walaupun pengunjung rame  ",Netral,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempatnya selalu padat, mau kesini antri dulu, masakan mie Bangladesh nya enak, tersedia juga risol, sate kerang, telur asin namun parkirnya susah kalo mau kesini lebih baik naik motor atau transportasi online  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Harganya berubah.. Ubah.. Pdhal jaraknya cm sehari kami makan dsana.. Baiknya dkasih daftar menu dan harga.. Klo untuk rasa lumayan enak lah..  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makanannya enak.  Open air area, jd lbh tidak khawatir utk makan di saat pandemi, akan tetapi makan lebih baik lagi jika seluruh team memakai masker  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Indomie banglades`e nya enaakk, another level of indomie goreng.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pelayanan cepat, tapi tempatnya rame banget (agak seram kalo dalam masa pandemi gini).Tolong lebih diperhatikan kebersihan kolong mejanya, kadang sampahnya banyak banget di kolong meja  ",Aspek tidak ada,Aspek tidak ada,Positif,Negatif,Aspek tidak ada
"
Tempatnya tambah luas, mantap  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Pelayannya sok kali. Udh dua kali di panggil mau mesan asik bilang bentar bentar bentar aja. Udh sejam nunggu pdhal malah prioritaskan org lain  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Untuk makanan dan harga pas di kantong mahasiswa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Nunggu orderannya lama, malah orang yg baru datang makanannya siap duluan. Haha perkara saya datang dengan wajah pucat yg ga make up kali ya. Pegawainya sombong gaada ramah tamahnya. Cukup deh terakhir kali , gamau lagi kemari!  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Pelayanan cepat. Rasa oke. Harga murah  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Tempat buat makan indomie mie aceh... Mantaff  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tampat makan fav juga selama di Medan. Murah, enak dan yaaa miciiiin~  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Yang hobi dan doyan makan indomie ini tempat kudu dan wajib didatangin.. Murah dan ya rasanya micin kali lah.. heheheheh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Lumayan bagus tempat nya, bersih, parkir luas, rasa enak dengan khas mie Bangladesh nya, tempat warkop anak muda  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie bangladesh nya, gak terkalahkan,   ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mienya ueeenak tenan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie banglades (becek)nya mantap, dan harga murah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Mie Bangladesh, Nasi Goreng, ifumie .. untuk santai sambil ngobrol2 bersama teman, keluarga,.. buka sampai jam 21.00  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Rasanya biasa aja, cuma rempahnya memang cukup kuat. Harga cukup murah, tempat mudah dijangkau.  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Makanan murah, tetapi rasanya cukup enak. Hanya saja sampah tisu bertabur dimana mana.  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie... Rasa unik dan maknyus.. dtambah telor pudingny sih mantap.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kalau kesini wajib pesan bangladesh jumbo!! ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pelayanan buruk percuma karyawan nya banyak. Tempat kotor sampah berserakan di lantai. Rasa mie nya biasa aja,tidak sesuai untuk mie dengan harga 10 ribu/porsi. Tidak ada yang spesial di tempat ini dan mengapa orang begitu tertarik datang ke tempat ini  ",Netral,Aspek tidak ada,Negatif,Negatif,Negatif
"
Makanan enak...minuman oke...nasi perang mantap...telur setengah matangnya sip ! Bintang 5 bangetss...  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempatnya bagus . Harga terjangkau .  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
pelayanannya cacat bgt, percuma pegawai banyak klo mau pesen blg bentar tp sejam. kecewa.  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Ini tempat yg enak rame dan murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Tempat buat nongkrong aja. Kalo makanan sih biasa aja.  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Makanan yang enak, terutama Bangladesh dan sirup aceh....hanya saja tidak cocok untuk makan dengan suasana tenang  ",Positif,Positif,Aspek tidak ada,Netral,Aspek tidak ada
"
Harga terjangkau.. cepat pelayanannya.. tapi masalah rasa boleh lah kalau lagi nongkrong sama teman.. tapi kalau rasa masih kalah sama buatan orang rumah...  ",Netral,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Mienya cukup enak tempat lumayan bersih  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Enaklah, lumayan ramai, nongkrong disini bareng teman bisalah, tapi sekarang masih PPKM makanya jadi balapan:v  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Tempat ngumpul bareng teman ok.. harga terjangkau dan indomie bangladesnya hmm mantaf...  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Mie bangladeshnya enak, risolnya juga enak. Sayangnya semenjak ada Corona makan di tempat lebih dari jam 21.00  kucing-kucingan sama Polisi/Satpol PP. Kalo yang bawa mobil bisa makan di mobil tanpa was-was.  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Mie nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu masakan dan minumannya bervariasi, suasananya ramai, rasa masakannya menurutku biasa saja. Sepertinya areanya ramai dikarenakan memang banyaknya warung-warung mie/kopi di sekitaran situ.  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Dulu memang rasanya the best. Tapi sekarang indomie nya kurang berasa. Tempatnya juga kurang terjaga kebersihannya dan kurang ventilasi sehingga sangat penggap dan panas duduk di dalam.  ",Netral,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Kurang baik pelayanannya, rasanya kurang dan hidangan sate, telurnya jg tidak disediakan  ",Negatif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Murah meriah mantap  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Rempahnya mantappp  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Klu makan d tempat baru enk lah, klu bawa pulang udh ngembang jdnya  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat yang 24 jam rame, makanan enak bgt  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
agak mahal dan rasanya biasa saja untuk sejenis mi instan. ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Enak. Yg sudah mencoba pasti ketagihan 😁 ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
The best indomie in town.terutama indomi becek nya bangladesh ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warung indomie buat yg lapar tengah malam 👍👍👍 ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mei banglades nya enak ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Masakannya mantap ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu unggulan Indomie kuah dan Indomie Banglades ( indomie goreng dimasak model becek sedikit berkuah ), nasi prang / nasi kucing atau dulu jaman SMA kami sebut nasi mapu - nasi lemak bungkusan kecil dalamannya isi tempe orek + telur sambel atau ikan sambel. Makan disini, selalu membuat nostalgia masa SMA dan kuliah terkenang kembali..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomienya oke plus juice jeruk dan teh susunya mantap pake banget...  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kuliner khas kalo ke Medan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rekomended sih ini kalau ingin cari kuliner di Medan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Suka sekali dengan mie bangladesh nya. Rempah bgt rasanya dan pedasnya pas  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap. Cocok untuk kantong anak kos seperti saya. Hehehehe..Tapi dominan mie disitu. Ya tapi ada juga makanan yang lain  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Rasanya biasa saja tidak ada yang istimewa..Untuk harga relatif mahal hanya makan Indomie saja.  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makanan cepat saji dan rasa enak.apalagi utk mie Bangladesh.harga terjangkau.Ada toilet yg bersih  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Makanannya enak tapi karena terlalu rame agak kurang nyaman. Kecuali dapet duduk di bagian dalam. Kalo soal rasa jangan di ragukan. Mie Bangladesh paling the best in town. Pedas atau tidaknya tinggal ngomong ama si abang waiter. Yang suka sate kerang, disini ada sate kerang. Ada risol dan macem2 jenis keripik until campuran mie.  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Mie Bangladesh nya mantap...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie simple yg ngangenin bgtt. G cukup 1 klo pesan makan disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasa lumayan. Pelayanan cepat walaupun ramai. Nyobain Indomie Bangladesh. Next mau coba yg goreng  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong yang asik dengan menu indomie. Menu andalannya adalah Bangladesh. Harga terjangkau, tempat yang bersih, dan layanan penyajian yang cepat  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Positif
"
mie nya enak bangett  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak dan menggugah selera. Tapi tempatnya terlalu kecil untuk jumlah pengunjung yang ramai, para pelayan terkadang tidak mendengar ketika dipanggil untuk order sehingga membuat pelanggan kesulitan.  ",Positif,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Makannya enk, Aplgi indomienya mantapp  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie nya juara  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
yg katanya bangladesh tuh best seller, ternyata tak sesuai dgn ekspektasi ku..  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mienya cepat datang, minumannya lma x datang, sampe mie aku habis baru datang Sampek seret tenggorokkan bah, maaf bintang 4 aku kasih  ",Positif,Negatif,Negatif,Aspek tidak ada,Aspek tidak ada
"
Kopinya mantap  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
GADA MIE INSTAN YG SEENAK INI. Menu spesialnya yg Mie Bangladesh sekitar 12K kalau lapar bgt bisa coba yg jumbo sekitar 18k. Risolesnya pol deh. Tempat? Bersih kok.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Netral
"
Tempat makan yang sangat populer di kota medan, apalagi dengan menu andalan, nya yaitu mie bang lades dan telur ayam kampung setengah masak yang sangat melegenda.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladeshnya juara..... Karyawannya sangat cekatan, walaupun hujan deras. Terimakasih  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Bangladesh top menu, harga terjangkau.  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tidak ada menu, sehingga kalau mau pesen harus mikir dulu.Buka sampai subuh..Mi beceknya lumayan enak.  ",Positif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Dari segirasa lumayan untuk warkop.  saya suka mie kuah dan mie pakistannya . dari segi kebersihan  anda bisa paham jika anda kesini langsung . harga mulai 10rbuan untuk segala macam mienya . sajian pelengkap seperti sate kerang dan sate telur puyuh dan risol kerupuk pun ada . toilet tersedia disini .  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Warkop ini terkenal dengan indomie banglades atau mie nyemek nya. Selalu ramai dengan pengunjung, sekarang sdh nambah tempat dengan menambah ruko di depannya dan tetap ramai. Kalau ke medan wajib nyoba mie banglades nya. Dijamin ketagihan.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Sukak sarapan pagi disini ada nasi goreng yg cukup enak klo aq rasa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tmpatnya cukup oke dan rame banget tpi pernah pakai google maps itu disasarin jdi hrus muter 1x,Bnyak banget makanan selain indomie jga bnyak sate2 an nya...Tpi jujur saya lebih suka indomie gorengnya  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Paten indomie disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warkop agem cukup terkenal di Kota Medan, bahkan yang dr luar kota menyempatkan untuk datang kesini. Makanan yang paling diminati adalah mi aceh bangladesh, enak tapi menurut saya enakan dulu. Apalagi kalau udah malam minggu ramai sekali jadi kadang harus bersabar, but overall i lov it  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempatnya lumayan lah buat nongkrong bareng temen  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Tempat makan indomie bangladesh terenak dan ramah2 abang2nya. Ga susah kalo.pesan sama mereka...  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
panas kali!! dan menurut aku.makanannya biasa aja sih, aku justru kurang suka..tapi boleh lah dicobak  ",Negatif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Risolnya paling enak dimakan belakangan dengan kuah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Wahh . Gilaaa . Indomie di warkop mmg selalu enak. Tapi yg inii lebih enak lagi. khusunya untuk indomie kuah becek rasanya itu sumpahh enak banget pecah. Untuk kalian yang pecinta indomie atau mau nongkrong sama kawan boleh datang kesini. Ga pake mahal juga kok .  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Sebenarnya biasa aja sih rasanya. Seporsi 12 ribuan.  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie Bangladesh nya paling enak disini lah kurasa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Best warmindo in town! Indomie kuah nya enak, indomie Bangladesh nya juga enak, risol nya nagih. Memang tempat nya kurang bersih, tapi meja selalu rajin dibersihin kok. Paling lantai doang karena buka nya 24 jam. Agak panas.  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Risol dan indomie enak dan murah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Soal rasa ok, tapi nunggu in pesanan datang lama banget, perkiraan sih mereka menunggu orderan yg sama dengan tamu yg lain biar sekalian masak.maka nya lamaaaaaa  ",Positif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Banyak menu makanan Aceh, cepat penyajiannya..rasanya juga oke  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Saya datang pas pagi, gk gitu rame. Malam rame banget. Rasa makanan ok, murah lagi. Porsi standard, kl mau pedas harus info ke orgnya. Kalau gk, diksh gk pedes, kurang enak jadinya. Parkir mobil agak susah, karna rame.  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Positif
"
Tempat makan malam di kota Medan yang sangat terkenal. Harga murah, makanan enak. Selalu ramai dikunjungi oleh masyarakat.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanannya enak, malah menjadi model bagi indomie rasa mie Aceh, pelayannya ramah dan penuh senyum, makanya disebut Agam Senyum, tempatnya ramai setiap saat, buka 24 jam. Mau jam berapa pun selalu ramai. Luar biasa.  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Selalu ramai . Selalu jadi tempat makan indomie pavorit.  Enak buat kumpul . Lumpia nya mantap . Bawang goreng nya mantap kali . Mungkin butuh tambahan tempat duduk‚ gak ke Medan kalo belum ke agam  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Makanannya enak dan pelayanannya bagus  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
